	mgm4472305.3	mgm4478487.3	mgm4472484.3	mgm4472353.3	mgm4472253.3	mgm4472255.3	mgm4472160.3	mgm4472167.3	mgm4472304.3	mgm4472495.3	mgm4478571.3	mgm4472397.3	mgm4472751.3	mgm4472419.3	mgm4472312.3	mgm4473472.3	mgm4473666.3	mgm4472462.3	mgm4472444.3	mgm4472428.3	mgm4472586.3	mgm4472361.3	mgm4472580.3	mgm4472682.3	mgm4472464.3	mgm4472473.3	mgm4472337.3	mgm4472467.3	mgm4472934.3	mgm4473326.3
project.data.PI_organization_url	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org	http://www.hmpdacc.org
project.data.project_description	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 	Project for HMP reanalysis of public data sets.MG-RAST is providing analysis tools and access to the HMPÂs metagenome sequence and metadata.The Human Microbiome Project (http://commonfund.nih.gov/hmp/) aims to analyze the role of microbes in human health and disease through the characterization of microbial communites for several human body sites. The HMP Reference Genomes, metagenomic shotgun and 16S rRNA sequence data and analyses are available at the HMP-DACC (http://www.hmpdacc.org/) data repository. 
project.data.project_funding	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH	NIH
project.data.project_name	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)
project.data.project-description_project_description	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis	Project for HMP reanalysis
project.data.project-description_project_name	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)
project.id	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385	mgp385
project.name	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)
project.public	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)	Human Microbiome Project (HMP)
sample.data.biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome	terrestrial biome
sample.data.collection_date	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01	2009-01-01
sample.data.continent	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America	North America
sample.data.country	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America	United States of America
sample.data.env_package	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-oral	human-gut	human-gut	human-gut	human-gut	human-gut	human-gut	human-gut	human-gut	human-gut	human-gut
sample.data.feature	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat	human-associated habitat
sample.data.material	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	mucus	feces	feces	feces	feces	feces	feces	feces	feces	feces	feces
sample.data.misc_param	SRA020838,SRS057692,SRX023249	SRA020838,SRS017007,SRX024692	SRA020838,SRS018145,SRX023571	SRA020838,SRS018439,SRX023299	SRA020838,SRS024138,SRX023071	SRA020838,SRS022077,SRX023073	SRA020838,SRS017007,SRX022936	SRA020838,SRS017439,SRX022943	SRA020838,SRS057692,SRX023248	SRA020838,SRS023926,SRX023582	SRA022232,SRS019028,SRX024886	SRA020891,SRS042984,SRX023370	SRA021230,SRS013949,SRX024075	SRA020915,SRS022536,SRX023399	SRA020838,SRS024355,SRX023257	SRA022232,SRS019028,SRX024886	SRA023479,SRS022725,SRX025359	SRA020838,SRS023938,SRX023549	SRA020951,SRS064329,SRX023460	SRA020924,SRS053917,SRX023408	SRA021123,SRS019030,SRX023971	SRA020838,SRS043701,SRX023307	SRA021130,SRS015890,SRX023975	SRA021188,SRS056259,SRX024033	SRA020838,SRS058770,SRX023551	SRA020838,SRS017103,SRX023560	SRA020838,SRS024331,SRX023283	SRA020838,SRS017191,SRX023554	SRA021320,SRS016267,SRX024165	SRA022309,SRS018817,SRX024963
sample.data.sample_name	SRR059857	SRR062080	SRR060376	SRR059907	SRR059509	SRR059511	SRR059374	SRR059381	SRR059856	SRR060387	SRR062505	SRR059995	SRR061311	SRR060033	SRR059865	SRR062498	SRR063746	SRR060354	SRR060121	SRR060042	SRR061140	SRR059915	SRR061134	SRR061236	SRR060356	SRR060365	SRR059891	SRR060359	SRR061494	SRR062350
sample.data.temperature	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5	37.5
sample.id	mgs58591	mgs61348	mgs59128	mgs58735	mgs58438	mgs58444	mgs58171	mgs58192	mgs58588	mgs59161	mgs62104	mgs58867	mgs59926	mgs58933	mgs58612	mgs62083	mgs62623	mgs59062	mgs59008	mgs58960	mgs59434	mgs58759	mgs59416	mgs59722	mgs59068	mgs59095	mgs58687	mgs59077	mgs60475	mgs61648
sample.name	SRR059857	SRR062080	SRR060376	SRR059907	SRR059509	SRR059511	SRR059374	SRR059381	SRR059856	SRR060387	SRR062505	SRR059995	SRR061311	SRR060033	SRR059865	SRR062498	SRR063746	SRR060354	SRR060121	SRR060042	SRR061140	SRR059915	SRR061134	SRR061236	SRR060356	SRR060365	SRR059891	SRR060359	SRR061494	SRR062350
