	mgm4472473.3..Stool	mgm4473326.3..Stool	mgm4472464.3..Stool	mgm4472580.3..Stool	mgm4472682.3..Stool	mgm4472361.3..Stool	mgm4472467.3..Stool	mgm4472934.3..Stool	mgm4472586.3..Stool	mgm4472337.3..Stool	mgm4472167.3..Tongue.dorsum	mgm4478487.3..Tongue.dorsum	mgm4472160.3..Tongue.dorsum	mgm4472495.3..Tongue.dorsum	mgm4472353.3..Tongue.dorsum	mgm4472255.3..Tongue.dorsum	mgm4472253.3..Tongue.dorsum	mgm4472304.3..Tongue.dorsum	mgm4472305.3..Tongue.dorsum	mgm4472484.3..Tongue.dorsum	mgm4472444.3..Supragingival.plaque	mgm4472751.3..Supragingival.plaque	mgm4473666.3..Supragingival.plaque	mgm4478571.3..Supragingival.plaque	mgm4473472.3..Supragingival.plaque	mgm4472312.3..Supragingival.plaque	mgm4472462.3..Supragingival.plaque	mgm4472419.3..Supragingival.plaque	mgm4472428.3..Supragingival.plaque	mgm4472397.3..Supragingival.plaque
Capsular_surface_virulence_antigen_loci	0.22698389417615	0.0907785306128783	0.234319136205838	0.224068260257226	0.228962763942743	0.230448506992548	0.220107266666484	0.228155714642314	0.215745875991823	0.233231545544068	0	0.0170258007118352	0.0996687358882229	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.193328184478573	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Dehydrogenase_complexes	0.479768713321084	0.536471205985031	0.539286091953329	0.550211567395463	0.533313727330888	0.507262027372618	0.449740289259417	0.561738855916507	0.448055214183063	0.484237538029771	0.671036798048078	0.667260985856384	0.689150542331118	0.726264569945451	0.702361972200761	0.70534237109187	0.688262159077342	0.67095155541806	0.696955599583223	0.684501209807327	0.720447614692773	0.783610850729828	0.78228949297453	0.732009951349407	0.73635963187975	0.869199676236787	0.828256235920142	0.890130907592314	0.930505619152928	0.779899346580003
Aspartate_aminotransferase	0.692585082731495	0.694095749857402	0.688653928689619	0.644133199095145	0.682288302635418	0.657010663921788	0.569102434711233	0.631948051608999	0.664041202828792	0.674322729199138	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Ribonucleotide_reductase_cluster	0.46932451034626	0.461086353707868	0.443899116982744	0.473947568017111	0.457604175304506	0.513779313342231	0.417732863412812	0.419916196449463	0.454199136569754	0.468884951607604	0.529775584909312	0.563483435990351	0.592930155739317	0.633597982036612	0.616978995648017	0.591842647051487	0.587960094317095	0.556669298838618	0.565139906486488	0.575113004899919	0.588788919398924	0.58955678913341	0.644430202974007	0.628558294754225	0.632525312129343	0.644155669084518	0.662396779249547	0.726350251818199	0.739914562475394	0.710744652815488
Sphingolipid_biosynthesis	0.497513874271732	0.514384362666515	0.524966489242636	0.0814309659543559	0.0844551006699989	0.0771252700732337	0.423357766008149	0.499660768124532	0.47636480551662	0.489566386138021	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Fructose_utilization	0.479322607672805	0.477951553978902	0.487373755645064	0.454242107829193	0.481118601408378	0.487834150209876	0.421688131264142	0.449139637118689	0.470132638413721	0.472107216167659	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
CBSS-296591.1.peg.2330	0.0773152403560009	0.767776555880406	0.7489054663082	0.706694969444428	0.757525874862985	0.707036679335897	0.603170492805918	0.709251052397616	0.697350499300602	0.718265649477526	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
Teichuronic_acid_biosynthesis	0.578244878037656	0.616145403958225	0.605584829769583	0.558038857075108	0.593769517301	0.580432478412627	0.488708751501874	0.5827207089358	0.551150151247132	0.572836106688207	0.386190326814966	0.401083597866633	0.412351530701766	0.43756339121884	0.44865461880817	0.431810736896757	0.403602797202486	0.377396348985688	0.396306111776495	0.397909727396932	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
CBSS-376686.6.peg.291	0.638150540729205	0.621400105280865	0.619304038076509	0.661525033826073	0.693402117489547	0.616963143539733	0.48768605981957	0.688345759566365	0.641815942150159	0.63221796932168	0.403179722605438	0.39929200633162	0.408464725362251	0.433150207031744	0.45556651089451	0.420160922456823	0.453525894908921	0.397292324705113	0.412977022926004	0.392017988101095	0.418992281226353	0.310400005590429	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
D-tyrosyl-tRNA(Tyr)_deacylase	0.0773152403560009	0.411409689760505	0.418317627456378	0.388304974039823	0.408406317380873	0.39701982237687	0.360423807971394	0.382078504143201	0.3982694941836	0.403490053700964	0	0.0170258007118352	0.0185907853271424	0.0538271309991673	0.0385075209106044	0.0443399524578383	0.0183520489399619	0.008847242117732	0.0106189648346869	0.0145958174482038	0.075956067859439	0.0603141405951888	0.0834001834209985	0.074245147157791	0.0744830477715183	0.0844551006699989	0.0801555438001335	0.0825578896615676	0.0721767627408537	0.101629560794341
